file,,name,include,copyright,copyrightLink,category,disputed,territory,all,,style,canton,star,emblemFlag,red white blue,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
49345267.svg,,Sudan,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
09978054.svg,,Suriname,,,none,sa,,saTerritories,saAll,,,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
47693472.svg,,Sweden,,,none,europe,europeDisputed,europeTerritories,europeAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
80540266.svg,,Switzerland,,,none,europe,europeDisputed,europeTerritories,europeAll,,,,,emblemFlag,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
27017491.svg,,Syria,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,triband,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
87807635.svg,,Tajikistan,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,triband,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
88748614.svg,,Tanzania,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
69930534.svg,,Thailand,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,,,,,rwb,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
20444532.svg,,The Gambia,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
17438258.svg,,Togo,,,none,africa,africaDisputed,africaTerritories,africaAll,,,canton,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
62759326.svg,,Tonga,,,none,oceania,,oceaniaTerritories,oceaniaAll,,,canton,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
17049441.svg,,Trinidad and Tobago,,,none,na,,naTerritories,naAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
24467723.svg,,Tunisia,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
30139357.svg,,Turkey,,,none,asia,europeDisputed,europeTerritories,europeAll,,,,star,emblemFlag,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
51080486.svg,,Turkmenistan,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
57455947.svg,,Tuvalu,,,none,oceania,,oceaniaTerritories,oceaniaAll,,unionJack,tuvalu,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
02308103.svg,,Uganda,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
74937510.svg,,Ukraine,,,none,europe,europeDisputed,europeTerritories,europeAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
48429780.svg,,United Arab Emirates,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
44837179.svg,,United Kingdom,,,none,europe,europeDisputed,europeTerritories,europeAll,,,,,,rwb,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
50001752.svg,,United States of America,,,none,na,,naTerritories,naAll,,,canton,star,,rwb,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
28956861.svg,,Uruguay,,,none,sa,,saTerritories,saAll,,,canton,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
35810095.svg,,Uzbekistan,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
47678261.svg,,Vanuatu,,,none,oceania,,oceaniaTerritories,oceaniaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
50609942.svg,,Vatican City,,,none,europe,europeDisputed,europeTerritories,europeAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
48209241.svg,,Venezuela,,,none,sa,,saTerritories,saAll,,triband,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
05705644.svg,,Vietnam,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
24074623.svg,,Yemen,,,none,asia,asiaDisputed,asiaTerritories,asiaAll,,triband,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
65804736.svg,,Zambia,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
76995582.svg,,Zimbabwe,,,none,africa,africaDisputed,africaTerritories,africaAll,,,,star,,,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,
70420935.svg,,Abkhazia,,,none,,europeDisputed,,europeAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
86739624.svg,,Artsakh,,,none,,europeDisputed,,europeAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
13732079.svg,,Northern Cyprus,,,none,,europeDisputed,,europeAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
91993754.svg,,Western Sahara,,,none,,africaDisputed,,africaAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
27734441.svg,,South Ossetia,,,none,,europeDisputed,,europeAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
90494757.svg,,Transnistria,,,none,,europeDisputed,,europeAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
51685100.svg,,Somaliland,,,none,,africaDisputed,,africaAll,,,,,,,,worldDisputed,,worldAll,,allFiles,allFlags,
09020972.svg,,Sark,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
60333112.svg,,Jersey,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
28697929.svg,,Isle of Man,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
35189533.svg,,Herm,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
65387279.svg,,Guernsey,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
12446778.svg,,Greenland,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
97882890.svg,,Gibraltar,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
95532051.svg,,Faroe Islands,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
75213451.svg,,Åland,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
11397422.png,,Macao,,,none,,,asiaTerritories,asiaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
44313728.png,,Hong Kong protest flag,,,none,,,asiaTerritories,asiaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
44542403.svg,,Anguilla,,,none,,,naTerritories,naAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
22650047.svg,,Aruba,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
94451689.svg,,Bermuda,,,none,,,naTerritories,naAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
78763243.svg,,Bonaire,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
19700300.svg,,Christmas Island,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
84222855.svg,,Curacao,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
45007881.svg,,New Caledonia (unofficial),,,none,unofficial,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
55667510.svg,,French Guiana (unofficial),,,none,unofficial,,saTerritories,saAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
20445409.svg,,French Polynesia,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
19787952.svg,,Guadeloupe (unofficial),,,none,unofficial,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
37807767.svg,,Mayotte (unofficial),,,none,unofficial,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
60624073.svg,,Niue,,,none,,,oceaniaTerritories,oceaniaAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
42672928.svg,,Norfolk Island,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
80248990.svg,,Saint Barthelemy (unofficial),,,none,unofficial,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
65586694.svg,,Sint Maarten,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
31290444.svg,,Azores,,,none,,,europeTerritories,europeAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
86485412.svg,,British Virgin Islands,,,none,,,naTerritories,naAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
32480862.svg,,Canary Islands,,,none,,,africaTerritories,africaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
39772373.svg,,Cayman Islands,,,none,,,naTerritories,naAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
67590945.svg,,Cocos Islands,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
38019795.svg,,British Indian Ocean territory,,,none,,,asiaTerritories,asiaAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
84240204.svg,,Cook Islands,,,none,,,oceaniaTerritories,oceaniaAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
39654567.svg,,Falkland Islands,,,none,,,saTerritories,saAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
48895462.svg,,Tokelau,,,none,,,oceaniaTerritories,oceaniaAll,territories,unionJack,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
66683738.svg,,Wallis and Futuna (unofficial),,,none,unofficial,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
84112601.svg,,Martinique,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
41319576.svg,,Réunion,,,none,,,asiaTerritories,asiaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
43577662.svg,,Wake Island,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
11913208.svg,,United States Virgin Islands,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
89826903.svg,,Puerto Rico,,,none,,,naTerritories,naAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
23097166.svg,,Northern Mariana Islands,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
40808525.svg,,Midway Islands,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
20364622.svg,,Guam,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
43054610.svg,,American Samoa,,,none,,,oceaniaTerritories,oceaniaAll,territories,,,,,,,,worldTerritories,worldAll,,allFiles,allFlags,
75326753.png,,Armenian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
34171396.png,,Azerbaijan SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
60430387.png,,Byelorussian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
25883802.png,,Estonian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
27151884.png,,Georgian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
69795868.png,,Karelo- Finnish SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
88441211.png,,Kzakh SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
04268700.png,,Kyrgyz SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
40993400.png,,Latvian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
64373934.png,,Lithuanian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
45352440.png,,Moldavian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
03716120.png,,Russian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
60549926.png,,Tajik SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
73832234.png,,Turkmen SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
96142740.png,,Ukrainian SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
15635031.png,,Uzbek SSR,,,none,soviet,historical,,,,,,,,,,,,,,allFiles,allFlags,
73824209.svg,,Alaska,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
93963321.svg,,Alabama,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
87888423.svg,,Arkansas,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
16442079.svg,,Arizona,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
53859596.svg,,California,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
04554859.svg,,Colorado,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
67494702.svg,,Connecticut,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
11073201.svg,,Delaware,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
58043302.svg,,Florida,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
79363966.svg,,Georgia,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
12912343.svg,,Hawaii,,,none,usa,,,,,unionJack,,,,,,,,,,allFiles,allFlags,
87726101.svg,,Iowa,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
06443280.svg,,Idaho,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
56371767.svg,,Illinois,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
89338753.svg,,Indiana,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
50422098.svg,,Kansas,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
62430699.svg,,Kentucky,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
34035020.svg,,Louisiana,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
56244442.svg,,Massachusetts ,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
81616574.svg,,Maryland,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
65624518.svg,,Maine,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
92492622.svg,,Michigan,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
05019616.svg,,Minnesota,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
01034321.svg,,Missouri,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
23156044.svg,,Mississippi,includeNo,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
60499032.svg,,Montana,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
54939318.svg,,North Carolina,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
46055929.svg,,North Dakota,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
89061759.svg,,Nebraska,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
47052815.svg,,New Hampshire,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
65569264.svg,,New Jersey,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
80910143.svg,,New Mexico,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
24403501.svg,,Nevada,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
72872802.svg,,New York,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
07677388.svg,,Ohio,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
06905882.svg,,Oklahoma,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
42667454.svg,,Oregon,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
99926398.svg,,Pennsylvania,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
50805569.svg,,Rhode Island,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
15896344.svg,,South Carolina,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
01849729.svg,,South Dakota,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
64528707.svg,,Tennessee,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
94277152.svg,,Texas,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
08853274.svg,,Utah,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
87853609.svg,,Virginia,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
77704679.svg,,Vermont,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
27008252.svg,,Washington,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
40657565.svg,,Wisconsin,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
81488090.svg,,West Virginia,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
69389142.svg,,Wyoming,,,none,usa,,,,,,,,,,,,,,,allFiles,allFlags,
77572087.svg,,Baden- Würrtemberg,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
83669966.svg,,Bavaria,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
29458946.svg,,Brandenburg,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
53493419.svg,,Bremen,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
87781256.svg,,Hamburg,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
60251218.svg,,Hesse,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
73458906.svg,,Lower Saxony,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
24173527.svg,,Mecklenburg- Western Pomerania,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
74589083.svg,,Thuringa,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
51168255.svg,,North Rhine- Westphalia,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
00128273.svg,,Rhineland- Palatinate,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
89941832.svg,,Saarland,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
90407289.svg,,Saxony- Anhalt,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
09354652.svg,,Saxony,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
56875879.svg,,Schleswig- Holstein,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
27649881.svg,,Alberta,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
62240488.svg,,British Columbia,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
50621378.svg,,Manitoba,,,none,canada,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
35011133.svg,,Newfoundland and Labrador,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
89892278.svg,,New Brunswick,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
53613021.svg,,New South Wales,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
53922518.svg,,Nunavut,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
78589483.svg,,Ontario,,,none,canada,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
99013440.svg,,Prince Edward Island,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
97160753.svg,,Quebec,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
77588320.svg,,Queensland,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
61605626.svg,,Saskatchewan,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
99889530.svg,,South Australia,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
56819909.svg,,Tasmania,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
14879217.svg,,Northern Territory,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
21046161.svg,,Northwest Territories,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
73218738.svg,,Victoria,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
99076561.svg,,Western Australia,,,none,australia,,,,,unionJack,canton,,,,,,,,,allFiles,allFlags,
78383202.svg,,Yukon,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
32970131.svg,,Nova Scotia,,,none,canada,,,,,,,,,,,,,,,allFiles,allFlags,
54992217.svg,,Aichi Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
70196043.svg,,Akita Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
80061329.svg,,Aomori Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
86847294.svg,,Chiba Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
28203993.svg,,Ehime Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
57498332.svg,,Fukui Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
52329108.svg,,Fukuoka Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
05597845.svg,,Fukushima Prefecture,,,none,japan,,,,,,,,,,,,,,,allFiles,allFlags,
